,t,I
190,10.656763315200806,-1.310173749923706
191,10.71293592453003,-0.3366396725177765
192,10.76950192451477,-1.5390470027923584
193,10.825916767120361,-0.4084222614765167
194,10.882023811340332,-1.4334863424301147
195,10.93795132637024,-0.6907626390457153
196,10.994154214859009,-0.5674756169319153
197,11.050073623657227,-0.821904718875885
198,11.106045961380005,-0.7857996225357056
199,11.162333965301514,-1.5764501094818115
200,11.218427419662476,-0.10562478005886078
201,11.274543285369873,-0.8144556283950806
202,11.330567836761475,-0.4825599193572998
203,11.387100458145142,-1.0107721090316772
204,11.4432053565979,-0.35060539841651917
205,11.499388217926025,-0.30620473623275757
206,11.555557250976562,-0.3456302881240845
207,11.611156225204468,-0.6353601217269897
208,11.667076349258423,-1.3350900411605835
209,11.722954750061035,1.8154417276382446
210,11.779093980789185,3.0628433227539062
211,11.835166454315186,3.712613344192505
212,11.891451835632324,4.530517578125
213,11.947996616363525,4.474767684936523
214,12.004165410995483,5.106455326080322
215,12.060565710067749,5.741013050079346
216,12.11661434173584,5.938220024108887
217,12.172697067260742,6.043448448181152
218,12.228857517242432,6.331141471862793
219,12.285115003585815,6.782759189605713
220,12.341479301452637,7.387960910797119
221,12.39746642112732,7.769337177276611
222,12.453704118728638,8.615789413452148
223,12.50960659980774,8.251608848571777
224,12.565738201141357,9.094416618347168
225,12.621830463409424,9.17856216430664
226,12.677562236785889,9.686112403869629
227,12.733736038208008,9.537532806396484
228,12.789873838424683,9.410005569458008
229,12.846125602722168,10.285733222961426
230,12.90210509300232,10.509346008300781
231,12.958008050918579,9.716839790344238
232,13.014230012893677,10.533342361450195
233,13.070339441299438,10.501930236816406
234,13.126242876052856,9.682838439941406
235,13.182413339614868,9.533201217651367
236,13.23852801322937,9.844904899597168
237,13.294721126556396,10.329566955566406
238,13.35072660446167,10.265442848205566
239,13.40626335144043,9.51265811920166
