,t,I
111,6.226029872894287,-5.446003437042236
112,6.2820258140563965,-5.970794677734375
113,6.338267087936401,-5.160296440124512
114,6.393900394439697,-5.3698930740356445
115,6.44951605796814,-5.696047306060791
116,6.505624055862427,-5.258769989013672
117,6.561532497406006,-5.930910587310791
118,6.6175031661987305,-4.140042304992676
119,6.673359632492065,-5.029322624206543
120,6.7288477420806885,-4.681364059448242
121,6.784859895706177,-5.3530426025390625
122,6.84076189994812,-4.133692741394043
123,6.896909236907959,-4.796438217163086
124,6.953114748001099,-5.361661911010742
125,7.0092339515686035,-4.679023742675781
126,7.065369129180908,-4.393442630767822
127,7.121496200561523,-4.365279674530029
128,7.177741289138794,-4.60257625579834
129,7.233511924743652,-4.707278728485107
130,7.28949236869812,-4.6673173904418945
131,7.345458269119263,-4.528635501861572
132,7.401476621627808,-4.692718029022217
133,7.457373380661011,-4.958491802215576
134,7.513597726821899,-4.640566349029541
135,7.569852352142334,-5.0262579917907715
136,7.626228332519531,-4.646397113800049
137,7.682401657104492,-4.9817728996276855
138,7.738266706466675,-5.053157806396484
139,7.794595718383789,-4.686134338378906
140,7.85060715675354,-6.014415264129639
141,7.906755685806274,-4.873032569885254
142,7.96237587928772,-5.316451072692871
143,8.01859998703003,-5.455067157745361
144,8.074851989746094,-4.995396137237549
145,8.131015539169312,-4.952591896057129
146,8.187042236328125,-4.666635990142822
147,8.242593050003052,-4.723313808441162
148,8.298664093017578,-4.5618767738342285
149,8.354852437973022,-4.333813667297363
150,8.410621643066406,-4.339975833892822
151,8.466591358184814,-4.6448774337768555
152,8.522482633590698,-3.82728910446167
153,8.578491687774658,-4.502096176147461
154,8.634492874145508,-4.9157795906066895
155,8.690606594085693,-4.873022079467773
156,8.74658489227295,-5.520777702331543
157,8.802490472793579,-4.949741363525391
158,8.858598232269287,-4.610858917236328
159,8.914718389511108,-4.29693603515625
160,8.970625162124634,-4.357895374298096
161,9.026578187942505,-3.5959248542785645
162,9.082634210586548,-4.522139549255371
163,9.138651371002197,-4.174981594085693
164,9.194583177566528,-4.474782466888428
165,9.250482559204102,-5.148435592651367
166,9.306586027145386,-3.7708568572998047
167,9.362326383590698,-4.755938529968262
168,9.417852878570557,-4.5897345542907715
169,9.473809719085693,-4.400047779083252
170,9.529485940933228,-3.6448802947998047
171,9.585272312164307,-4.4237799644470215
172,9.641208171844482,-4.377037048339844
173,9.696968078613281,-3.9047045707702637
174,9.752854585647583,-4.014850616455078
175,9.808733224868774,-3.1237432956695557
176,9.864313840866089,-4.196515083312988
177,9.92046070098877,-4.508647918701172
178,9.976457357406616,-4.172184467315674
179,10.032593965530396,-3.9844136238098145
180,10.088608503341675,-4.185776710510254
181,10.144106149673462,-5.166139125823975
182,10.20026421546936,-5.242204666137695
183,10.255467653274536,-4.42356538772583
184,10.309093236923218,-4.228034496307373
185,10.364253997802734,-4.907364845275879
186,10.420076370239258,-4.56117582321167
187,10.476114511489868,-4.591860294342041
188,10.532063007354736,-4.200345039367676
189,10.588091135025024,-5.554642200469971
190,10.644426345825195,-4.214298725128174
191,10.700491905212402,-5.066286563873291
192,10.756610870361328,-4.589145660400391
193,10.812433242797852,-4.611843585968018
194,10.868432760238647,-4.60064697265625
195,10.924562931060791,-4.153372764587402
196,10.980565071105957,-4.357007026672363
197,11.03682017326355,-3.721682071685791
198,11.092823266983032,-4.072219371795654
199,11.149212121963501,-4.387301445007324
200,11.205551862716675,-3.7124950885772705
201,11.261823654174805,-4.274999141693115
202,11.317657709121704,-3.3375167846679688
203,11.373902320861816,-4.985846996307373
204,11.43043303489685,-3.496403932571411
205,11.487094163894653,-4.022934436798096
206,11.54359745979309,-3.7692465782165527
207,11.597410917282104,-4.260758399963379
208,11.653348445892334,-4.8711395263671875
209,11.709493637084961,-4.483716011047363
210,11.765264511108398,-4.989150524139404
211,11.821446418762207,-4.661971092224121
212,11.877701759338379,-5.5340986251831055
213,11.933815956115723,-4.372921466827393
214,11.99021053314209,-4.46539306640625
215,12.046498537063599,-4.470698356628418
216,12.102749824523926,-4.33759880065918
217,12.158749103546143,-4.427168369293213
218,12.215518951416016,-4.573301792144775
219,12.27137565612793,-4.383365154266357
220,12.327624559402466,-4.460660457611084
221,12.383375406265259,-3.6614489555358887
222,12.439373970031738,-7.724952697753906
223,12.495614767074585,-8.368914604187012
224,12.55145263671875,-9.176783561706543
225,12.60750150680542,-9.883953094482422
226,12.663485288619995,-9.873335838317871
227,12.719379901885986,-10.16364860534668
228,12.77501893043518,-9.470986366271973
229,12.83100152015686,-9.68616771697998
230,12.887010097503662,-9.623082160949707
231,12.943019390106201,-10.181662559509277
232,12.999002933502197,-10.052821159362793
233,13.05501937866211,-9.806114196777344
234,13.110882759094238,-10.216232299804688
235,13.166494369506836,-10.074871063232422
236,13.222268104553223,-10.09284782409668
237,13.278358936309814,-10.17308521270752
238,13.334379434585571,-10.050474166870117
239,13.390541315078735,-10.148725509643555
